slug,title,description,type,level,body_part,equipment_required,lugar_entrenamiento,met,ranking_score,rating,rating_desc
30-legs-smith-machine-squat,30 Legs Smith Machine Squat,,Fuerza,Intermedio,Quadriceps,['Máquina'],['Gimnasio'],5.0,0.467,,
jumping-rope,Jumping rope,"Jumping rope is a classic conditioning exercise that is popular with everyone from children to boxers to CrossFit athletes. It targets many different muscles, including the calves, glutes, shoulders, and upper back, and is great for everything from fat loss to improving overall athletic performance.",Cardio,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",8.0,0.717,9.2,Average
forward-lunge,Forward lunge,"The forward lunge is a lower-body bodyweight exercise targeting the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. The forward lunge places more emphasis on the quads than other lunge variations. It can be performed for time or reps in the lower-body portion of any workout.",Fuerza,Intermedio,Quadriceps,['Mancuernas'],['Casa'],5.0,0.467,9.0,Average
side-to-side-box-skip,Side-to-side box skip,"The side-to-side box skip is an explosive lower-body exercise that involves jumping laterally over a bench or box, landing with one foot on top of the surface, and then switching positions. It primarily targets the muscles of the lower body, but is also a serious cardiovascular challenge. It is often performed for high reps or for time as part of a fat-loss or athleticism-focused workout or circuit.",Plyometrics,Intermedio,Quadriceps,['Banco'],['Casa'],4.0,0.383,8.9,Average
bodyweight-squat,Bodyweight squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,8.8,Average
broad-jump,Broad jump,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump.",Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,8.8,Average
burpee,Burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Cardio,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",8.0,0.717,8.8,Average
trail-running-walking,Trail Running/Walking,,Cardio,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",8.0,0.717,8.7,Average
scissors-jump,Scissors Jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Plyometrics,Avanzado,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,8.5,Average
jumping-jack,Jumping jack-,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders.",Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,8.5,Average
arms-crossed-jump-squat,Arms-crossed jump squat,"The arms-crossed jump squat is an explosive version of the jump squat. Crossing your arms eliminates any extra power that could come from swinging your arms, making the movement extra strict and challenging for the lower body. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,8.4,Average
bodyweight-reverse-lunge,Bodyweight Reverse Lunge,"The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more emphasis on the glutes than other lunge variations.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,8.3,Average
alien-squat,Alien Squat,,Plyometrics,Principiante,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,8.2,Average
treadmill-walking,Treadmill walking,"Treadmill walking is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your walking and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",Cardio,Intermedio,Quadriceps,"['Banco', 'Máquina']",['Gimnasio'],8.0,0.767,8.2,Average
rocket-jump,Rocket Jump,,Plyometrics,Principiante,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,8.0,Average
depth-jump-box-jump,Depth jump box jump,"The depth jump box jump is a plyometric exercise that entails jumping off one box, dropping into a squat, and then jumping up onto another box. These are all performed fluidly to complete one rep. Depth jumps have been a staple of high-level athletic programming for decades. They are usually performed for low reps with a focus on power and technique. If they hurt your knees or back, consider performing box jumps or squat jumps instead.",Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,8.0,Average
bodyweight-walking-lunge,Bodyweight Walking Lunge,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,8.0,Average
walking-high-knees,Walking High Knees,,Cardio,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",8.0,0.717,7.8,Average
lateral-lunge,Lateral lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",Fuerza,Intermedio,Quadriceps,['Mancuernas'],['Casa'],5.0,0.467,7.8,Average
jump-squat,Jump Squat,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.",Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,7.6,Average
over-bench-jump,Over bench jump,The over bench jump is a plyometric exercise requiring only a weight bench to perform. It improves jumping ability and athleticism while burning a lot of calories.,Plyometrics,Intermedio,Quadriceps,['Banco'],['Casa'],4.0,0.383,7.5,Average
split-jump,Split Jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,7.5,Average
90-degree-jump-squat,90-degree jump squat,"The 90-degree jump squat is an explosive bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings, as well as the cardiovascular system. It can be performed for time or reps, usually in a fat-loss or athleticism-focused circuit workout.",Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,7.0,Average
skip,Skip,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically.",Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,5.5,Average
kneeling-hip-flexor-stretch,Kneeling hip flexor stretch,"The kneeling hip flexor stretch is a stretch targeting greater flexibility in the front side of the hips. It targets a chronically tight muscle group and is often performed as part of a dynamic warm-up, a cool-down, or as recovery work after training.",Estiramiento,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,5.4,Average
iron-crosses-stretch,Iron Crosses (stretch),,Estiramiento,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,5.2,Average
all-fours-quad-stretch,All Fours Quad Stretch,,Estiramiento,Principiante,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,5.0,Average
lying-quad-stretch-with-band,Lying quad stretch with band,"The lying quad stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.",Estiramiento,Intermedio,Quadriceps,"['Banco', 'Bandas']",['Casa'],2.0,0.267,4.9,Average
one-half-locust,One Half Locust,,Estiramiento,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,4.7,Average
standing-hip-flexors,Standing Hip Flexors,,Estiramiento,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,4.4,Average
looking-at-ceiling,Looking At Ceiling,,Estiramiento,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,4.3,Average
rear-leg-raises,Rear Leg Raises,,Estiramiento,Principiante,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,3.4,Average
on-your-side-quad-stretch,On Your Side Quad Stretch,,Estiramiento,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,3.3,Average
on-your-back-quad-stretch,On-Your-Back Quad Stretch,,Estiramiento,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,3.3,Average
standing-elevated-quad-stretch,Standing Elevated Quad Stretch,,Estiramiento,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,2.7,Average
thigh-killa,Thigh killa,"The thigh killa is a challenging lower-body bodyweight exercise that builds muscular endurance with a series of hops and bodyweight squats. It can be performed for time or reps, usually in a circuit workout or as a lower-body finisher.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,0.0,
southpaw-sprawl,Southpaw sprawl,"The southpaw sprawl is a full-body movement that combines elements of a single-arm plank and a sprawl. It also has a rotational component, with a jumping leg-cross and torso twist in a single-arm plank position. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout.",Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
stride-jump-crossover,Stride Jump Crossover,,Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,Average
side-standing-long-jump,Side Standing Long Jump,,Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
wall-squat,Wall squat,"The wall squat is a bodyweight exercise targeting the quadriceps, as well as other muscles in the lower body and core. The lifter's back is flat against a wall, and the back slides down and up the wall during each rep. If you don't have a smooth wall to slide on, the exercise can also be performed with an exercise ball between the back and the wall.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,0.0,
slide-jump-shot,Slide Jump Shot,,Plyometrics,Principiante,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
sprawl-frog-kick,Sprawl frog kick,"The sprawl frog kick is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a traditional sprawl, but with an extra hop in the middle of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
lateral-speed-step,Lateral Speed Step,,Cardio,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",8.0,0.717,0.0,
side-hop-sprint,Side Hop-Sprint,,Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
pop-squat,Pop squat,"The pop squat is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It is similar to a jump squat, but alternates between a narrow and wide stance with each jump. It can be performed for time or reps in power training and is also effective in any fat-loss or athleticism-focused workout.",Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
star-jump,Star Jump,,Plyometrics,Principiante,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
side-lunge-touching-heel,Side Lunge Touching Heel,"The side lunge cross-body heel-touch is a lower-body exercise targeting the quads, glutes, and hamstrings. The heel-touch adds a slight rotational challenge.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,0.0,
lying-prone-quadriceps,Lying Prone Quadriceps,,Estiramiento,Principiante,Quadriceps,['Banco'],['Casa'],2.0,0.217,0.0,
fast-kick-with-arm-circles,Fast Kick With Arm Circles,,Cardio,Principiante,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",8.0,0.717,0.0,
single-leg-box-squat,Single-leg box squat,"The single-leg box squat is a bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings. It is similar in form to a pistol squat, except that you sit to a box. This allows you to customize the depth of the movement to your movement abilities and mobility level. For this reason, the single-leg box squat is a popular movement for building leg strength in beginning trainees. It can be performed in lower strength-focused rep ranges, such as 5-8 reps per leg, or for higher reps for muscle building.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,0.0,
defensive-slide,Defensive Slide,,Cardio,Principiante,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",8.0,0.717,0.0,
quick-leap,Quick Leap,,Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
vertical-mountain-climber,Vertical Mountain Climber,,Cardio,Principiante,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",8.0,0.717,0.0,
reverse-burpee,Reverse Burpee,,Plyometrics,Principiante,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
football-up-down,Football Up-Down,,Cardio,Principiante,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",8.0,0.717,0.0,
jump-lunge-heel-kick,Jump lunge heel kick,"The jump lunge heel kick is a high-intensity, full-body exercise targeting the quads, glutes, and hamstrings. It combines a jump lunge with a standing hamstring stretch in a unique combo that also challenges balance. It can be performed for time or reps as part of a fat-loss or athleticism-focused circuit or workout.",Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
burpee-box-jump,Burpee box jump,"The burpee box jump is an explosive bodyweight exercise that combines a burpee with a leap onto a box or step. First, you perform a traditional burpee, and then instead of jumping into the air, you jump onto a box. This makes you focus on power generation in the jump, making each rep more challenging. Burpee box jumps are often performed for high reps as part of metabolic conditioning circuits or workouts.",Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
linear-depth-jump,Linear Depth Jump,,Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
slow-jog,Slow Jog,,Cardio,Principiante,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",8.0,0.717,0.0,
high-knees,High knees,"High knees is a full-body, cardio-based exercise with an emphasis on the lower body. It is often performed for reps or time as part of a dynamic warm-up.",Cardio,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",8.0,0.717,0.0,Average
jumping-jack,Jumping Jack,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders.",Cardio,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",8.0,0.717,0.0,
square-hop,Square Hop,,Plyometrics,Principiante,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
running-lunge,Running lunge,"The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any lower-body workout, or in a fat-loss or athleticism-focused circuit.",Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
in-out-jump-squat,In-out jump squat,"The in-out jump squat is a bodyweight squat variation that alternates wide and narrow jump squats. It targets the lower-body muscles, including the quads, glutes, adductors, and hamstrings, and also provides a serious cardiovascular challenge. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
gorilla-squat,Gorilla squat,"The gorilla squat is a bodyweight sequence that combines two reverse lunges and a bodyweight squat. It could also be performed with dumbbells, kettlebells, or other weights. It targets most of the muscles of the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in the lower-body portion of any workout.",Plyometrics,Intermedio,Quadriceps,['Mancuernas'],['Casa'],4.0,0.383,0.0,
burpee-tuck-jump,Burpee tuck jump,The burpee tuck jump is an explosive version of the burpee exercise that adds a tuck jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.,Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
speed-skater,Speed skater,"The speed skater is an explosive version of the lateral lunge that involves jumping from side to side and landing on a single leg, then touching the ground. It challenges the lower-body muscles, including the quads, hips, and glutes, and the cardiovascular system, while training lateral movement.",Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
jumping-knee-up-down,Jumping knee up-down,"The jumping knee up-down is an explosive bodyweight movement that consists of a knee up-down followed by a jump squat. It targets the muscles of the lower body, including the quads, glutes, and hamstrings, but is also a challenging power and conditioning exercise.",Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
jump-lunge-to-feet-jack,Jump Lunge To Feet Jack,,Plyometrics,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
reverse-lunge-rotation,Reverse Lunge Rotation,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
alternating-standing-knee-pull-stretch,Alternating standing knee-pull stretch,"The alternating standing knee-pull stretch targets range of motion in the hips, hamstrings, and lower back. It's a common movement in dynamic warm-ups for athletics or lower-body training, but can also be used to ""limber up"" for activity anytime.",Estiramiento,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,,
seal-jack,Seal jack,"The seal jack is a variation on the jumping jack, one the most common calisthenic exercises on the planet. The difference between this movement and the jumping jack has to do with the arm motion. Instead of the arms coming together overhead, they come together in front of the body, like a seal clapping its fins.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
kneeling-quad-thoracic-stretch,Kneeling quad thoracic stretch,"The kneeling quad thoracic stretch is a stretch targeting greater range of motion in your thoracic spine. It is commonly included in dynamic warm-ups or cool-downs, but can also be performed as full-body mobility work any time.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
single-leg-squat-with-knee-tap,Single-Leg Squat With Knee Tap,"The single-leg knee-tap squat is a single-leg squat variation that involves “floating” the back leg over the ground on the descent until touching just the knee to the ground or a pad. It is similar to a lunge, but without touching the back foot to the ground. It is an intense strength and coordination challenge that can work in any strength- or athleticism-focused workout.",Fuerza,Avanzado,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
shuttle-run,Shuttle run,"The shuttle run is an athletic conditioning drill that’s great for developing speed and power, as well as changing direction. It’s a favorite of football and basketball players, but it can also be great conditioning work for lifters and athletes of all ability levels.",Cardio,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",8.0,0.717,,
squat-isometric-hold,Squat Isometric Hold,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Plyometrics,Avanzado,Quadriceps,['Máquina'],['Gimnasio'],4.0,0.383,,
wall-sit,Wall sit,"The wall sit is an exercise targeting the quadriceps and core muscle. It involves descending into a squat position while leaning against a wall, then holding that position for a predetermined length of time. It's a classic leg endurance-building exercise for basketball players and gymnasts.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
walking-lunge-with-hip-extension,Walking lunge with hip extension,"The walking lunge with hip extension is a combination of two movements, both targeting the lower body. The added hip extension places more of an emphasis on the glutes. It is a great inclusion in a dynamic warm-up for the lower body, but can also be performed for time or reps in any workout.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
squat-with-alternating-side-leg-raise,Squat with alternating side leg raise,"The squat with alternating side leg raise is a bodyweight version of the squat, but with a lateral leg lift to add extra focus to the abductor muscles. It can be performed for time or for reps as part of a dynamic warm-up for the lower body, or in any lower-body portion of a workout.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
lateral-squats,Lateral Squats,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",Fuerza,Intermedio,Quadriceps,['Mancuernas'],['Casa'],5.0,0.467,,
walking-lunge-with-twist,Walking lunge with twist,"The walking lunge with twist is an exercise that targets the lower body and the obliques. The twist not only works the obliques, it also opens up the thoracic spine. It is a great inclusion in a dynamic warm-up for a lower-body or full-body workout, but can also be performed for time or reps in any workout.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
boss-everline-backward-lunge-walk,Boss Everline Backward Lunge Walk,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
reverse-diagonal-skaters,Reverse Diagonal Skaters,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
fyr-air-squat,FYR Air Squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
fyr-tuck-jump,FYR Tuck Jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
push-up-sprawl-tuck-jump,Push-up sprawl tuck jump,"The push-up sprawl tuck jump is an explosive bodyweight sequence that combines three movements: the push-up, the sprawl, and the tuck jump. It is similar to a burpee, but with a tuck jump at the top. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
fyr-running-lunge,FYR Running Lunge,"The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any lower-body workout, or in a fat-loss or athleticism-focused circuit.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
fyr-jumping-lunge,FYR Jumping Lunge,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
fyr-sprawl-frog-kick,FYR Sprawl Frog Kick,"The sprawl frog kick is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a traditional sprawl, but with an extra hop in the middle of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
jump-squat,Jump squat-,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
fyr-sprinter-burpee,FYR Sprinter Burpee,,Cardio,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",8.0,0.717,,
single-leg-burpee,Single-leg burpee,"The single-leg burpee is an advanced variation of the burpee exercise that involves performing all parts of the sequence with one leg at a time. It is usually performed alternating legs with each rep, but could be performed one side at a time. Performing one leg at a time increases the challenge to all parts of the body, especially the working leg, core, and shoulders.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
fyr-gorilla-squat,FYR Gorilla Squat,"The gorilla squat is a bodyweight sequence that combines two reverse lunges and a bodyweight squat. It could also be performed with dumbbells, kettlebells, or other weights. It targets most of the muscles of the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in the lower-body portion of any workout.",Fuerza,Intermedio,Quadriceps,['Mancuernas'],['Casa'],5.0,0.467,,
banded-compass-jump-squat,Banded compass jump squat,"The banded compass jump squat is an explosive squat variation performed with a band around the thighs just above the knees. This increases muscle activation in the hips and glutes, while the squat targets the quads, hamstrings, and glutes. The landing for each jump is a 90-degree rotation from the starting position. The banded compass jump squat can be performed for low reps as a power-focused exercise, or for higher reps to build muscle in the lower body, challenge conditioning, and burn fat.",Fuerza,Intermedio,Quadriceps,['Bandas'],['Casa'],5.0,0.467,,
in-out-sprawl,In-out sprawl,"The in-out sprawl is a full-body movement that combines elements of a plank and a sprawl. It demands an explosive full-body jump from a plank position. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
knee-tuck-kick-up,Knee-tuck kick-up,"The knee-tuck kick-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
bear-crawl-donkey-kick,Bear crawl donkey kick,"The bear crawl donkey kick is a more advanced version of the bear crawl exercise that adds a donkey kick. It adds an extra coordination and shoulder challenge to an already intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, the shoulders, core, and legs in particular. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
southpaw-sprawl-with-push-up,Southpaw sprawl with push-up,"The southpaw sprawl with push-up is a full-body movement that combines elements of a plank and a sprawl, with the addition of a push-up. It also has a rotational component, with a jumping leg-cross and torso twist in a straight-arm plank position. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
bouncing-lunge,Bouncing lunge,"The bouncing lunge is a bodyweight movement targeting the quads. It can be performed either for time or reps, and is often included as part of a fat-loss or athleticism-focused circuit workout.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
